0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"53"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"51"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,2,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"35"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,1,0,0,0,0,1,1,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,"73"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,2,1,0,0,0,0,1,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,"55"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,2,1,0,0,0,0,0,2,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,"16"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,2,2,2,2,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,"23"
0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,2,1,2,2,2,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,"41"
0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,1,1,2,2,2,0,0,1,0,1,2,0,0,0,0,1,1,1,2,1,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,1,"45"
0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,2,2,2,2,2,2,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,1,"75"
0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,2,0,2,0,0,0,2,2,2,2,2,2,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,"12"
0,0,0,0,0,0,0,2,0,2,2,2,0,0,2,0,0,0,0,1,0,2,0,0,0,2,2,2,1,2,2,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,"37"
0,0,0,0,0,0,0,2,0,2,2,2,0,0,2,0,0,0,0,1,0,2,0,0,0,2,2,2,1,1,1,1,0,1,0,1,2,1,0,0,0,1,1,1,1,2,0,0,0,0,0,1,1,0,2,0,0,0,0,1,0,1,0,0,1,"56"
0,0,0,0,0,0,0,2,0,2,2,2,0,0,2,0,0,0,0,1,0,2,2,0,0,2,2,2,1,2,1,1,0,1,0,1,2,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,2,0,0,0,0,1,0,1,0,0,1,"76"
